doi,authors,comments,updated,categories
10.1093/mnras/stad319,"[arxiv.Result.Author('Oliver Zier'), arxiv.Result.Author('Volker Springel')]","20 pages, 16 figures, accepted by MNRAS",2023-09-27 12:17:52+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('Erika Hamden'), arxiv.Result.Author('David Schiminovich'), arxiv.Result.Author('Shouleh Nikzad'), arxiv.Result.Author('Neal J. Turner'), arxiv.Result.Author('Blakesley Burkhart'), arxiv.Result.Author('Thomas J. Haworth'), arxiv.Result.Author('Keri Hoadley'), arxiv.Result.Author('Jinyoung Serena Kim'), arxiv.Result.Author('Shmuel Bialyh'), arxiv.Result.Author('Geoff Bryden'), arxiv.Result.Author('Haeun Chung'), arxiv.Result.Author('Nia Imara'), arxiv.Result.Author('Rob Kennicutt'), arxiv.Result.Author('Jorge Pineda'), arxiv.Result.Author('Shuo Konga'), arxiv.Result.Author('Yasuhiro Hasegawa'), arxiv.Result.Author('Ilaria Pascucci'), arxiv.Result.Author('Benjamin Godard'), arxiv.Result.Author('Mark Krumholz'), arxiv.Result.Author('Min-Young Lee'), arxiv.Result.Author('Daniel Seifried'), arxiv.Result.Author('Amiel Sternberg'), arxiv.Result.Author('Stefanie Walch'), arxiv.Result.Author('Miles Smith'), arxiv.Result.Author('Stephen C. Unwin'), arxiv.Result.Author('Elizabeth Luthman'), arxiv.Result.Author('Alina Kiessling'), arxiv.Result.Author('James P. McGuire'), arxiv.Result.Author('Mina Rais-Zadeh'), arxiv.Result.Author('Michael Hoenk'), arxiv.Result.Author('Thomas Pavlak'), arxiv.Result.Author('Carlos Vargas'), arxiv.Result.Author('Daewook Kim')]","Accepted to JATIS, 9 Figures",2022-12-13 19:29:58+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM']"
,"[arxiv.Result.Author('Stuart D. Bale'), arxiv.Result.Author('Neil Bassett'), arxiv.Result.Author('Jack O. Burns'), arxiv.Result.Author('Johnny Dorigo Jones'), arxiv.Result.Author('Keith Goetz'), arxiv.Result.Author('Christian Hellum-Bye'), arxiv.Result.Author('Sven Hermann'), arxiv.Result.Author('Joshua Hibbard'), arxiv.Result.Author('Milan Maksimovic'), arxiv.Result.Author('Ryan McLean'), arxiv.Result.Author('Raul Monsalve'), arxiv.Result.Author(""Paul O'Connor""), arxiv.Result.Author('Aaron Parsons'), arxiv.Result.Author('Marc Pulupa'), arxiv.Result.Author('Rugved Pund'), arxiv.Result.Author('David Rapetti'), arxiv.Result.Author('Kaja M. Rotermund'), arxiv.Result.Author('Ben Saliwanchik'), arxiv.Result.Author('Anze Slosar'), arxiv.Result.Author('David Sundkvist'), arxiv.Result.Author('Aritoki Suzuki')]",summary paper submitted to URSI GASS 2023,2023-01-24 23:23:04+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/stad1315,"[arxiv.Result.Author('Yiting Li'), arxiv.Result.Author('Timothy D. Brandt'), arxiv.Result.Author('G. Mirek Brandt'), arxiv.Result.Author('Qier An'), arxiv.Result.Author('Kyle Franson'), arxiv.Result.Author('Trent J. Dupuy'), arxiv.Result.Author('Minghan Chen'), arxiv.Result.Author('Rachel Bowens-Rubin'), arxiv.Result.Author('Briley L. Lewis'), arxiv.Result.Author('Brendan P. Bowler'), arxiv.Result.Author('Aidan Gibbs'), arxiv.Result.Author('Rocio Kiman'), arxiv.Result.Author('Jacqueline Faherty'), arxiv.Result.Author('Thayne Currie'), arxiv.Result.Author('Rebecca Jensen-Clem'), arxiv.Result.Author('Hengyue Zhang Ezequiel Contreras-Martinez'), arxiv.Result.Author('Michael P. Fitzgerald'), arxiv.Result.Author('Benjamin A. Mazin'), arxiv.Result.Author('Maxwell Millar-Blanchaer')]",,2023-05-16 20:19:00+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM']"
,[arxiv.Result.Author('M. Catelan')],"Invited review, to appear in Mem. Soc. Astr. Italiana",2023-02-02 21:57:48+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM']"
10.1051/0004-6361/202243514,"[arxiv.Result.Author('Raphaël Mignon-Risse'), arxiv.Result.Author('André Oliva'), arxiv.Result.Author('Matthias González'), arxiv.Result.Author('Rolf Kuiper'), arxiv.Result.Author('Benoît Commerçon')]","17 pages, 16 figures; accepted for publication in A&A",2023-02-07 14:19:10+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM']"
10.3847/1538-3881/acc526,"[arxiv.Result.Author('Marc L. Whiting'), arxiv.Result.Author('Joshua B. Hill'), arxiv.Result.Author('Benjamin C. Bromley'), arxiv.Result.Author('Scott J. Kenyon')]","AJ accepted, 14 pages, 6 figures, 3 tables. Catalog available with
  publication",2023-03-17 01:10:26+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('Munan Gong'), arxiv.Result.Author('Ka-Wai Ho'), arxiv.Result.Author('James M. Stone'), arxiv.Result.Author('Eve C. Ostriker'), arxiv.Result.Author('Paola Caselli'), arxiv.Result.Author('Tommaso Grassi'), arxiv.Result.Author('Chang-Goo Kim'), arxiv.Result.Author('Jeong-Gyu Kim'), arxiv.Result.Author('Goni Halevi')]",,2023-05-08 18:01:50+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stad2655,"[arxiv.Result.Author('Viktor T. Toth'), arxiv.Result.Author('Slava G. Turyshev')]","14 pages, 4 figures",2023-06-13 15:11:00+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stab3108,"[arxiv.Result.Author('Manasvi Lingam'), arxiv.Result.Author('Claudio Grimaldi'), arxiv.Result.Author('Amedeo Balbi')]","8 pages, 3 figures. Published on 28 October 2021 in MNRAS",2023-06-19 12:55:40+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stad1899,"[arxiv.Result.Author('Hajime Fukushima'), arxiv.Result.Author('Hidenobu Yajima'), arxiv.Result.Author('Masayuki Umemura')]","10 pages, 11 figures, accepted for publication in MNRAS",2023-06-21 08:28:56+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('Sean K. Terry'), arxiv.Result.Author('Matthew W. Hosek Jr.'), arxiv.Result.Author('Jessica R. Lu'), arxiv.Result.Author('Casey Lam'), arxiv.Result.Author('Natasha Abrams'), arxiv.Result.Author('Arash Bahramian'), arxiv.Result.Author('Richard Barry'), arxiv.Result.Author('Jean-Phillipe Beaulieu'), arxiv.Result.Author('Aparna Bhattacharya'), arxiv.Result.Author('Devin Chu'), arxiv.Result.Author('Anna Ciurlo'), arxiv.Result.Author('Will Clarkson'), arxiv.Result.Author('Tuan Do'), arxiv.Result.Author('Kareem El-Badry'), arxiv.Result.Author('Ryan Felton'), arxiv.Result.Author('Matthew Freeman'), arxiv.Result.Author('Abhimat Gautam'), arxiv.Result.Author('Andrea Ghez'), arxiv.Result.Author('Daniel Huber'), arxiv.Result.Author('Jason Hunt'), arxiv.Result.Author('Macy Huston'), arxiv.Result.Author('Tharindu Jayasinghe'), arxiv.Result.Author('Naoki Koshimoto'), arxiv.Result.Author('Madeline Lucey'), arxiv.Result.Author('Florian Peißker'), arxiv.Result.Author('Anna Pusack'), arxiv.Result.Author('Clément Ranc'), arxiv.Result.Author('Dominick Rowan'), arxiv.Result.Author('Robyn Sanderson'), arxiv.Result.Author('Rainer Schödel'), arxiv.Result.Author('Richard G. Spencer'), arxiv.Result.Author('Rachel Street'), arxiv.Result.Author('Daisuke Suzuki'), arxiv.Result.Author('Aikaterini Vandorou')]","19 pages, 3 figures. Submitted to the NASA Roman Core Community
  Surveys White Paper Call",2023-06-21 18:00:21+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
,"[arxiv.Result.Author('R. A. Street'), arxiv.Result.Author('S. Gough-Kelly'), arxiv.Result.Author('C. Lam'), arxiv.Result.Author('A. Varela'), arxiv.Result.Author('M. Makler'), arxiv.Result.Author('E. Bachelet'), arxiv.Result.Author('J. R. Lu'), arxiv.Result.Author('N. Abrams'), arxiv.Result.Author('A. Pusack'), arxiv.Result.Author('S. Terry'), arxiv.Result.Author('R. Di~Stefano'), arxiv.Result.Author('Y. Tsapras'), arxiv.Result.Author('M. P. G. Hundertmark'), arxiv.Result.Author('R. J. J. Grand'), arxiv.Result.Author('T. Daylan'), arxiv.Result.Author('J. Sobeck')]","Submitted to the 2023 call for White Papers regarding the Roman
  Mission Core Community Surveys",2023-06-23 21:39:38+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
,"[arxiv.Result.Author('Jennifer C. Yee'), arxiv.Result.Author('Andrew Gould')]","10 pages, submitted to Roman Core Community Survey white paper call",2023-06-26 19:51:35+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
,"[arxiv.Result.Author('P. Patapis'), arxiv.Result.Author('I. Argyriou'), arxiv.Result.Author('D. R. Law'), arxiv.Result.Author('A. M. Glauser'), arxiv.Result.Author('A. Glasse'), arxiv.Result.Author('A. Labiano'), arxiv.Result.Author('J. Álvarez-Márquez'), arxiv.Result.Author('P. J. Kavanagh'), arxiv.Result.Author('D. Gasman'), arxiv.Result.Author('M. Mueller'), arxiv.Result.Author('K. Larson'), arxiv.Result.Author('B. Vandenbussche'), arxiv.Result.Author('P. Klaassen'), arxiv.Result.Author('P. Guillard'), arxiv.Result.Author('G. S. Wright')]","15 pages, 14 figures. Submitted to Astronomy & Astrophysics",2023-07-03 13:56:23+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
,"[arxiv.Result.Author('Daniel Huber'), arxiv.Result.Author('Marc Pinsonneault'), arxiv.Result.Author('Paul Beck'), arxiv.Result.Author('Timothy R. Bedding'), arxiv.Result.Author('Joss Bland-Hawthorn'), arxiv.Result.Author('Sylvain N. Breton'), arxiv.Result.Author('Lisa Bugnet'), arxiv.Result.Author('William J. Chaplin'), arxiv.Result.Author('Rafael A. Garcia'), arxiv.Result.Author('Samuel K. Grunblatt'), arxiv.Result.Author('Joyce A. Guzik'), arxiv.Result.Author('Saskia Hekker'), arxiv.Result.Author('Steven D. Kawaler'), arxiv.Result.Author('Stephane Mathis'), arxiv.Result.Author('Savita Mathur'), arxiv.Result.Author('Travis Metcalfe'), arxiv.Result.Author('Benoit Mosser'), arxiv.Result.Author('Melissa K. Ness'), arxiv.Result.Author('Anthony L. Piro'), arxiv.Result.Author('Aldo Serenelli'), arxiv.Result.Author('Sanjib Sharma'), arxiv.Result.Author('David R. Soderblom'), arxiv.Result.Author('Keivan G. Stassun'), arxiv.Result.Author('Dennis Stello'), arxiv.Result.Author('Jamie Tayar'), arxiv.Result.Author('Gerard T. van Belle'), arxiv.Result.Author('Joel C. Zinn')]","Roman Core Community Survey White Paper, 3 pages, 4 figures",2023-07-06 18:01:19+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
,"[arxiv.Result.Author('Daisuke Kawata'), arxiv.Result.Author('Hajime Kawahara'), arxiv.Result.Author('Naoteru Gouda'), arxiv.Result.Author('Nathan J. Secrest'), arxiv.Result.Author('Ryouhei Kano'), arxiv.Result.Author('Hirokazu Kataza'), arxiv.Result.Author('Naoki Isobe'), arxiv.Result.Author('Ryou Ohsawa'), arxiv.Result.Author('Fumihiko Usui'), arxiv.Result.Author('Yoshiyuki Yamada'), arxiv.Result.Author('Alister W. Graham'), arxiv.Result.Author('Alex R. Pettitt'), arxiv.Result.Author('Hideki Asada'), arxiv.Result.Author('Junichi Baba'), arxiv.Result.Author('Kenji Bekki'), arxiv.Result.Author('Bryan N. Dorland'), arxiv.Result.Author('Michiko Fujii'), arxiv.Result.Author('Akihiko Fukui'), arxiv.Result.Author('Kohei Hattori'), arxiv.Result.Author('Teruyuki Hirano'), arxiv.Result.Author('Takafumi Kamizuka'), arxiv.Result.Author('Shingo Kashima'), arxiv.Result.Author('Norita Kawanaka'), arxiv.Result.Author('Yui Kawashima'), arxiv.Result.Author('Sergei A. Klioner'), arxiv.Result.Author('Takanori Kodama'), arxiv.Result.Author('Naoki Koshimoto'), arxiv.Result.Author('Takayuki Kotani'), arxiv.Result.Author('Masayuki Kuzuhara'), arxiv.Result.Author('Stephen E. Levine'), arxiv.Result.Author('Steven R. Majewski'), arxiv.Result.Author('Kento Masuda'), arxiv.Result.Author('Noriyuki Matsunaga'), arxiv.Result.Author('Kohei Miyakawa'), arxiv.Result.Author('Makoko Miyoshi'), arxiv.Result.Author('Kumiko Morihana'), arxiv.Result.Author('Ryoichi Nishi'), arxiv.Result.Author('Yuta Notsu'), arxiv.Result.Author('Masashi Omiya'), arxiv.Result.Author('Jason Sanders'), arxiv.Result.Author('Ataru Tanikawa'), arxiv.Result.Author('Masahiro Tsujimoto'), arxiv.Result.Author('Taihei Yano'), arxiv.Result.Author('Masataka Aizawa'), arxiv.Result.Author('Ko Arimatsu'), arxiv.Result.Author('Michael Biermann'), arxiv.Result.Author('Celine Boehm'), arxiv.Result.Author('Masashi Chiba'), arxiv.Result.Author('Victor P. Debattista'), arxiv.Result.Author('Ortwin Gerhard'), arxiv.Result.Author('Masayuki Hirabayashi'), arxiv.Result.Author('David Hobbs'), arxiv.Result.Author('Bungo Ikenoue'), arxiv.Result.Author('Hideyuki Izumiura'), arxiv.Result.Author('Carme Jordi'), arxiv.Result.Author('Naoki Kohara'), arxiv.Result.Author('Wolfgang Löffler'), arxiv.Result.Author('Xavier Luri'), arxiv.Result.Author('Ichiro Mase'), arxiv.Result.Author('Andrea Miglio'), arxiv.Result.Author('Kazuhisa Mitsuda'), arxiv.Result.Author('Trent Newswander'), arxiv.Result.Author('Shogo Nishiyama'), arxiv.Result.Author('Yoshiyuki Obuchi'), arxiv.Result.Author('Takafumi Ootsubo'), arxiv.Result.Author('Masami Ouchi'), arxiv.Result.Author('Masanobu Ozaki'), arxiv.Result.Author('Michael Perryman'), arxiv.Result.Author('Timo Prusti'), arxiv.Result.Author('Pau Ramos'), arxiv.Result.Author('Justin I. Read'), arxiv.Result.Author('R. Michael Rich'), arxiv.Result.Author('Ralph Schönrich'), arxiv.Result.Author('Minori Shikauchi'), arxiv.Result.Author('Risa Shimizu'), arxiv.Result.Author('Yoshinori Suematsu'), arxiv.Result.Author('Shotaro Tada'), arxiv.Result.Author('Aoi Takahashi'), arxiv.Result.Author('Takayuki Tatekawa'), arxiv.Result.Author('Daisuke Tatsumi'), arxiv.Result.Author('Takuji Tsujimoto'), arxiv.Result.Author('Toshihiro Tsuzuki'), arxiv.Result.Author('Seitaro Urakawa'), arxiv.Result.Author('Fumihiro Uraguchi'), arxiv.Result.Author('Shin Utsunomiya'), arxiv.Result.Author('Vincent Van Eylen'), arxiv.Result.Author('Floor van Leeuwen'), arxiv.Result.Author('Takehiko Wada'), arxiv.Result.Author('Nicholas A. Walton')]","50 pages, 22 figures, accepted for publication in PASJ",2024-03-04 20:55:09+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
,"[arxiv.Result.Author('Alec Owens'), arxiv.Result.Author('Sam O. M. Wright'), arxiv.Result.Author('Yakiv Pavlenko'), arxiv.Result.Author('Alexander Mitrushchenkov'), arxiv.Result.Author('Jacek Koput'), arxiv.Result.Author('Sergei N. Yurchenko'), arxiv.Result.Author('Jonathan Tennyson')]",,2023-08-07 22:51:48+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM']"
,"[arxiv.Result.Author('Zexuan Wu'), arxiv.Result.Author('Subo Dong'), arxiv.Result.Author('Tuan Yi'), arxiv.Result.Author('Zhuokai Liu'), arxiv.Result.Author('Kareem El-Badry'), arxiv.Result.Author('Andrew Gould'), arxiv.Result.Author('L. Wyrzykowski'), arxiv.Result.Author('K. A. Rybicki'), arxiv.Result.Author('Etienne Bachelet'), arxiv.Result.Author('Grant W. Christie'), arxiv.Result.Author('L. de Almeida'), arxiv.Result.Author('L. A. G. Monard'), arxiv.Result.Author('J. McCormick'), arxiv.Result.Author('Tim Natusch'), arxiv.Result.Author('P. Zielinski'), arxiv.Result.Author('Huiling Chen'), arxiv.Result.Author('Yang Huang'), arxiv.Result.Author('Chang Liu'), arxiv.Result.Author('A. Merand'), arxiv.Result.Author('Przemek Mroz'), arxiv.Result.Author('Jinyi Shangguan'), arxiv.Result.Author('Andrzej Udalski'), arxiv.Result.Author('J. Woillez'), arxiv.Result.Author('Huawei Zhang'), arxiv.Result.Author('Franz-Josef Hambsch'), arxiv.Result.Author('P. J. Mikolajczyk'), arxiv.Result.Author('M. Gromadzki'), arxiv.Result.Author('M. Ratajczak'), arxiv.Result.Author('Katarzyna Kruszynska'), arxiv.Result.Author('N. Ihanec'), arxiv.Result.Author('Uliana Pylypenko'), arxiv.Result.Author('M. Sitek'), arxiv.Result.Author('K. Howil'), arxiv.Result.Author('Staszek Zola'), arxiv.Result.Author('Olga Michniewicz'), arxiv.Result.Author('Michal Zejmo'), arxiv.Result.Author('Fraser Lewis'), arxiv.Result.Author('Mateusz Bronikowski'), arxiv.Result.Author('Stephen Potter'), arxiv.Result.Author('Jan Andrzejewski'), arxiv.Result.Author('Jaroslav Merc'), arxiv.Result.Author('Rachel Street'), arxiv.Result.Author('Akihiko Fukui'), arxiv.Result.Author('R. Figuera Jaimes'), arxiv.Result.Author('V. Bozza'), arxiv.Result.Author('P. Rota'), arxiv.Result.Author('A. Cassan'), arxiv.Result.Author('M. Dominik'), arxiv.Result.Author('Y. Tsapras'), arxiv.Result.Author('M. Hundertmark'), arxiv.Result.Author('J. Wambsganss'), arxiv.Result.Author('K. Bakowska'), arxiv.Result.Author('A. Slowikowska')]",Accepted by AJ,2024-05-30 15:35:35+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('M. A. Kubiak'), arxiv.Result.Author('M. Bzowski'), arxiv.Result.Author('P. Swaczyna'), arxiv.Result.Author('E. Moebius'), arxiv.Result.Author('N. A. Schwadron'), arxiv.Result.Author('D. J. McComas')]",Approved for ApjS,2023-10-03 13:36:31+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('Jianghui Ji'), arxiv.Result.Author('Dongjie Tan'), arxiv.Result.Author('Chunhui Bao'), arxiv.Result.Author('Xiumin Huang'), arxiv.Result.Author('Shoucun Hu'), arxiv.Result.Author('Yao Dong'), arxiv.Result.Author('Su Wang')]","7 pages, 5 figures, accepted to Research in Astronomy and
  Astrophysics",2023-10-17 11:09:26+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
,"[arxiv.Result.Author('Aleksandra S. Avdeeva'), arxiv.Result.Author('Dana A. Kovaleva'), arxiv.Result.Author('Oleg Yu. Malkov'), arxiv.Result.Author('Gang Zhao')]","13 pages, 10 figures",2023-11-17 14:32:19+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM']"
10.3847/1538-4357/acf31e,"[arxiv.Result.Author('K. -J. Chuang'), arxiv.Result.Author('C. Jaeger'), arxiv.Result.Author('N. -E. Sie'), arxiv.Result.Author('C. -H. Huang'), arxiv.Result.Author('C. -Y. Lee'), arxiv.Result.Author('Y. -Y. Hsu'), arxiv.Result.Author('Th. Henning'), arxiv.Result.Author('Y. -J. Chen')]","12 pages, 9 figures, 1 table",2023-10-30 12:39:52+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM']"
10.3847/1538-3881/ad05c1 10.3847/1538-3881/ad5e7c,[arxiv.Result.Author('Makiko Ban')],"14 pages, 4 figures, 3 tables",2023-11-16 19:14:39+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', '85A99']"
,"[arxiv.Result.Author('Hongjing Yang'), arxiv.Result.Author('Jennifer C. Yee'), arxiv.Result.Author('Kyu-Ha Hwang'), arxiv.Result.Author('Qiyue Qian'), arxiv.Result.Author('Ian A. Bond'), arxiv.Result.Author('Andrew Gould'), arxiv.Result.Author('Zhecheng Hu'), arxiv.Result.Author('Jiyuan Zhang'), arxiv.Result.Author('Shude Mao'), arxiv.Result.Author('Wei Zhu'), arxiv.Result.Author('Michael D. Albrow'), arxiv.Result.Author('Sun-Ju Chung'), arxiv.Result.Author('Cheongho Han'), arxiv.Result.Author('Youn Kil Jung'), arxiv.Result.Author('Yoon-Hyun Ryu'), arxiv.Result.Author('In-Gu Shin'), arxiv.Result.Author('Yossi Shvartzvald'), arxiv.Result.Author('Sang-Mok Cha'), arxiv.Result.Author('Dong-Jin Kim'), arxiv.Result.Author('Hyoun-Woo Kim'), arxiv.Result.Author('Seung-Lee Kim'), arxiv.Result.Author('Chung-Uk Lee'), arxiv.Result.Author('Dong-Joo Lee'), arxiv.Result.Author('Yongseok Lee'), arxiv.Result.Author('Byeong-Gon Park'), arxiv.Result.Author('Richard W. Pogge'), arxiv.Result.Author('Weicheng Zang'), arxiv.Result.Author('Fumio Abe'), arxiv.Result.Author('Richard Barry'), arxiv.Result.Author('David P. Bennett'), arxiv.Result.Author('Aparna Bhattacharya'), arxiv.Result.Author('Martin Donachie'), arxiv.Result.Author('Hirosane Fujii'), arxiv.Result.Author('Akihiko Fukui'), arxiv.Result.Author('Yuki Hirao'), arxiv.Result.Author('Yoshitaka Itow'), arxiv.Result.Author('Rintaro Kirikawa'), arxiv.Result.Author('Iona Kondo'), arxiv.Result.Author('Naoki Koshimoto'), arxiv.Result.Author('Man Cheung Alex Li'), arxiv.Result.Author('Yutaka Matsubara'), arxiv.Result.Author('Yasushi Muraki'), arxiv.Result.Author('Shota Miyazaki'), arxiv.Result.Author('Greg Olmschenk'), arxiv.Result.Author('Clément Ranc'), arxiv.Result.Author('Nicholas J. Rattenbury'), arxiv.Result.Author('Yuki Satoh'), arxiv.Result.Author('Hikaru Shoji'), arxiv.Result.Author('Stela Ishitani Silva'), arxiv.Result.Author('Takahiro Sumi'), arxiv.Result.Author('Daisuke Suzuki'), arxiv.Result.Author('Yuzuru Tanaka'), arxiv.Result.Author('Paul J. Tristram'), arxiv.Result.Author('Tsubasa Yamawaki'), arxiv.Result.Author('Atsunori Yonehara')]","19 pages, 13 figures, 7 tables. Submitted to MNRAS",2023-11-08 18:24:28+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
